fecha,periodo,comprobante,tipo_comprobante,codigo_cliente,razon_social,codigo_producto,cantidad,precio_unitario,bonificacion_pct,importe,vendedor,importe_recalculado,diferencia_importe,importe_reconciliado
2025-01-27,2025-01,FAC 0003-00040384,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,1.00,18000.00,0.00,18000.00,,18000.00,0.00,true
2025-01-03,2025-01,FAC 0003-00040399,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,5600.00,0.00,11200.00,,11200.00,0.00,true
2025-02-26,2025-02,FAC 0003-00040632,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,3.00,7562.80,0.00,22688.40,,22688.40,0.00,true
2025-02-26,2025-02,FAC 0003-00040707,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,2.00,8380.40,0.00,16760.80,,16760.80,0.00,true
2025-05-07,2025-05,FAC 0003-00041652,FAC,C0101,El Almacen de Palermo II,CAF-BRAS-1K,6.00,18546.10,35.00,72329.77,M. Paz,72329.79,-0.02,true
2025-02-07,2025-02,FAC 0003-00040741,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,1.00,8380.40,0.00,8380.40,,8380.40,0.00,true
2025-02-02,2025-02,FAC 0003-00040515,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,5723.20,0.00,17169.60,,17169.60,0.00,true
2025-04-19,2025-04,FAC 0003-00041255,FAC,C0108,Coffee Lab Colegiales,CAF-BLEND-1K,8.00,19214.33,32.00,104525.94,R. Ibarra,104525.96,-0.02,true
2025-02-19,2025-02,FAC 0003-00040731,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,1.00,5723.20,0.00,5723.20,,5723.20,0.00,true
2025-05-28,2025-05,FAC 0003-00041857,FAC,C9002,VENTA ONLINE,CAP-TAZA,2.00,9709.43,0.00,19418.85,,19418.86,-0.01,true
2025-06-13,2025-06,FAC 0003-00042150,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10592.00,0.00,31776.01,,31776.00,0.01,true
2025-01-07,2025-01,FAC 0003-00040104,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,5600.00,0.00,16800.00,,16800.00,0.00,true
2025-06-23,2025-06,FAC 0003-00042364,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,2.00,5909.22,0.00,11818.45,,11818.44,0.01,true
2025-06-20,2025-06,FAC 0003-00042385,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10592.00,0.00,21184.01,,21184.00,0.01,true
2025-05-07,2025-05,FAC 0003-00041784,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10363.99,0.00,20727.99,,20727.98,0.01,true
2025-04-23,2025-04,FAC 0003-00041449,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10140.90,0.00,30422.69,,30422.70,-0.01,true
2025-06-25,2025-06,FAC 0003-00042091,FAC,C0101,El Almacen de Palermo II,CAF-BLEND-1K,5.00,20069.06,35.00,65224.44,M. Paz,65224.45,-0.01,true
2025-02-14,2025-02,FAC 0003-00040440,FAC,C0114,Usina Boedo,CAF-BRAS-1K,6.00,17374.00,32.00,70885.92,R. Ibarra,70885.92,0.00,true
2025-03-13,2025-03,FAC 0003-00041082,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,3.00,7729.18,0.00,23187.54,,23187.54,0.00,true
2025-04-18,2025-04,FAC 0003-00041334,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,10140.90,0.00,10140.90,,10140.90,0.00,true
2025-02-04,2025-02,FAC 0003-00040748,FAC,C9001,CONSUMIDOR FINAL,CAF-ETIOP-250,1.00,9709.00,0.00,9709.00,,9709.00,0.00,true
2025-05-23,2025-05,FAC 0003-00041733,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,2.00,7527.53,0.00,15055.07,,15055.06,0.01,true
2025-05-23,2025-05,FAC 0003-00041967,FAC,C9001,CONSUMIDOR FINAL,CAP-FILTRO-100,1.00,3491.03,0.00,3491.03,,3491.03,0.00,true
2025-01-21,2025-01,FAC 0003-00040163,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,1.00,5300.00,0.00,5300.00,,5300.00,0.00,true
2025-03-05,2025-03,FAC 0003-00040986,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,9922.60,0.00,29767.79,,29767.80,-0.01,true
2025-03-25,2025-03,FAC 0003-00040975,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,9922.60,0.00,19845.20,,19845.20,0.00,true
2025-03-13,2025-03,FAC 0003-00041082,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,9922.60,0.00,9922.60,,9922.60,0.00,true
2025-03-01,2025-03,FAC 0003-00041123,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,1.00,5849.11,0.00,5849.11,,5849.11,0.00,true
2025-03-08,2025-03,FAC 0003-00041057,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,8564.77,0.00,8564.77,,8564.77,0.00,true
2025-01-07,2025-01,FAC 0003-00040191,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,3.00,5300.00,0.00,15900.00,,15900.00,0.00,true
2025-03-17,2025-03,FAC 0003-00041229,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,5849.11,0.00,11698.22,,11698.22,0.00,true
2025-05-03,2025-05,FAC 0003-00041960,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,6109.30,0.00,12218.60,,12218.60,0.00,true
2025-03-20,2025-03,FAC 0003-00041184,FAC,C9001,CONSUMIDOR FINAL,CAP-FILTRO-100,2.00,3342.35,0.00,6684.70,,6684.70,0.00,true
2025-06-14,2025-06,FAC 0003-00042335,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,9142.57,0.00,9142.57,,9142.57,0.00,true
2025-02-19,2025-02,FAC 0003-00040596,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,2.00,5416.60,0.00,10833.20,,10833.20,0.00,true
2025-03-15,2025-03,FAC 0003-00041046,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,1.00,5535.77,0.00,5535.77,,5535.77,0.00,true
2025-05-22,2025-05,FAC 0003-00042004,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,1.00,8945.76,0.00,8945.76,,8945.76,0.00,true
2025-05-05,2025-05,FAC 0003-00042023,FAC,C9001,CONSUMIDOR FINAL,CAP-FILTRO-100,2.00,3491.03,0.00,6982.06,,6982.06,0.00,true
2025-01-22,2025-01,FAC 0003-00040016,FAC,C0105,Panaderia Villa Crespo II,CAF-BRAS-1K,6.00,17000.00,32.00,69360.00,M. Paz,69360.00,0.00,true
2025-05-16,2025-05,FAC 0003-00041667,FAC,C0112,La Ventanita de Recoleta,CAF-BLEND-1K,10.00,19637.04,35.00,127640.78,R. Ibarra,127640.76,0.02,true
2025-02-24,2025-02,FAC 0003-00040698,FAC,C9001,CONSUMIDOR FINAL,CAP-FILTRO-100,1.00,3270.40,0.00,3270.40,,3270.40,0.00,true
2025-04-13,2025-04,FAC 0003-00041308,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10140.90,0.00,20281.79,,20281.80,-0.01,true
2025-01-02,2025-01,FAC 0003-00040365,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,1.00,5600.00,0.00,5600.00,,5600.00,0.00,true
2025-04-09,2025-04,FAC 0003-00041293,FAC,C9002,VENTA ONLINE,CAP-TAZA,3.00,9500.42,0.00,28501.25,,28501.26,-0.01,true
2025-06-06,2025-06,FAC 0003-00042439,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,1.00,9142.57,0.00,9142.57,,9142.57,0.00,true
2025-03-08,2025-03,FAC 0003-00040866,FAC,C0120,Tostado Chacarita,CAF-ETIOP-250,7.00,9922.60,32.00,47231.57,,47231.58,-0.01,true
2025-01-07,2025-01,FAC 0003-00040245,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,3.00,7400.00,0.00,22200.00,,22200.00,0.00,true
2025-03-03,2025-03,FAC 0003-00040972,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,2.00,5849.11,0.00,11698.22,,11698.22,0.00,true
2025-03-02,2025-03,FAC 0003-00041226,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,1.00,8564.77,0.00,8564.77,,8564.77,0.00,true
2025-06-21,2025-06,FAC 0003-00042511,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,1.00,9142.57,0.00,9142.57,,9142.57,0.00,true
2025-06-10,2025-06,FAC 0003-00042187,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,10592.00,0.00,10592.00,,10592.00,0.00,true
2025-02-01,2025-02,FAC 0003-00040484,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,8380.40,0.00,8380.40,,8380.40,0.00,true
2025-06-17,2025-06,FAC 0003-00042188,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,1.00,6243.71,0.00,6243.71,,6243.71,0.00,true
2025-05-01,2025-05,FAC 0003-00041692,FAC,C0135,Coffee Lab Agronomia II,CAF-BRAS-1K,5.00,18546.10,30.00,64911.34,M. Paz,64911.35,-0.01,true
2025-04-05,2025-04,FAC 0003-00041415,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,5977.79,0.00,17933.37,,17933.37,0.00,true
2025-05-26,2025-05,FAC 0003-00041803,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10363.99,0.00,31091.98,,31091.97,0.01,true
2025-05-15,2025-05,FAC 0003-00041814,FAC,C9002,VENTA ONLINE,CAP-FILTRO-100,3.00,3491.03,0.00,10473.09,,10473.09,0.00,true
2025-03-27,2025-03,FAC 0003-00041194,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,1.00,8564.77,0.00,8564.77,,8564.77,0.00,true
2025-04-27,2025-04,FAC 0003-00041282,FAC,C0134,Bar Agronomia,CAF-BLEND-1K,4.00,19214.33,35.00,49957.25,M. Paz,49957.26,-0.01,true
2025-03-17,2025-03,FAC 0003-00040938,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,3.00,7729.18,0.00,23187.54,,23187.54,0.00,true
2025-06-19,2025-06,FAC 0003-00042382,FAC,C9002,VENTA ONLINE,CAP-FILTRO-100,1.00,3567.83,0.00,3567.83,,3567.83,0.00,true
2025-05-05,2025-05,FAC 0003-00041762,FAC,C9002,VENTA ONLINE,CAP-TAZA,3.00,9709.43,0.00,29128.28,,29128.29,-0.01,true
2025-01-10,2025-01,FAC 0003-00040198,FAC,C9002,VENTA ONLINE,CAP-TAZA,3.00,8900.00,0.00,26700.00,,26700.00,0.00,true
2025-04-13,2025-04,FAC 0003-00041260,FAC,C0113,Bar Recoleta II,CAF-BRAS-1K,6.00,18146.87,30.00,76216.83,,76216.85,-0.02,true
2025-04-24,2025-04,FAC 0003-00041377,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8753.19,0.00,17506.39,,17506.38,0.01,true
2025-04-23,2025-04,FAC 0003-00041364,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,5977.79,0.00,17933.37,,17933.37,0.00,true
2025-02-06,2025-02,FAC 0003-00040464,FAC,C0133,El Almacen de Barracas II,CAF-BLEND-1K,8.00,18396.00,35.00,95659.20,,95659.20,0.00,true
2025-01-02,2025-01,FAC 0003-00040194,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,2.00,7400.00,0.00,14800.00,,14800.00,0.00,true
2025-02-06,2025-02,FAC 0003-00040650,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,5723.20,0.00,17169.60,,17169.60,0.00,true
2025-06-25,2025-06,FAC 0003-00042091,FAC,C0101,El Almacen de Palermo II,CAF-BRAS-1K,8.00,18954.11,35.00,98561.37,M. Paz,98561.37,-0.00,true
2025-06-12,2025-06,FAC 0003-00042242,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,10592.00,0.00,10592.00,,10592.00,0.00,true
2025-02-05,2025-02,FAC 0003-00040433,FAC,C0109,Usina Colegiales II,CAF-BLEND-1K,3.00,18396.00,32.00,37527.84,R. Ibarra,37527.84,0.00,true
2025-05-18,2025-05,FAC 0003-00041696,FAC,C0138,El Almacen de Constitucion,CAP-FILTRO-100,2.00,3491.03,30.00,4887.44,,4887.44,-0.00,true
2025-01-20,2025-01,FAC 0003-00040224,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,3.00,7400.00,0.00,22200.00,,22200.00,0.00,true
2025-04-18,2025-04,FAC 0003-00041535,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,2.00,19214.33,0.00,38428.66,,38428.66,0.00,true
2025-02-01,2025-02,FAC 0003-00040732,FAC,C9001,CONSUMIDOR FINAL,CAF-ETIOP-250,1.00,9709.00,0.00,9709.00,,9709.00,0.00,true
2025-04-21,2025-04,FAC 0003-00041627,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,2.00,8753.19,0.00,17506.39,,17506.38,0.01,true
2025-03-19,2025-03,FAC 0003-00040895,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8564.77,0.00,17129.54,,17129.54,0.00,true
2025-01-23,2025-01,FAC 0003-00040352,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,1.00,5600.00,0.00,5600.00,,5600.00,0.00,true
2025-02-03,2025-02,FAC 0003-00040589,FAC,C9002,VENTA ONLINE,CAP-TAZA,1.00,9095.80,0.00,9095.80,,9095.80,0.00,true
2025-03-22,2025-03,FAC 0003-00040910,FAC,C9002,VENTA ONLINE,CAP-FILTRO-100,3.00,3342.35,0.00,10027.05,,10027.05,0.00,true
2025-05-20,2025-05,FAC 0003-00041779,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,1.00,6109.30,0.00,6109.30,,6109.30,0.00,true
2025-01-12,2025-01,FAC 0003-00040056,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,3.00,5300.00,0.00,15900.00,,15900.00,0.00,true
2025-02-25,2025-02,FAC 0003-00040747,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,1.00,5723.20,0.00,5723.20,,5723.20,0.00,true
2025-04-04,2025-04,FAC 0003-00041298,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,1.00,7899.22,0.00,7899.22,,7899.22,0.00,true
2025-01-08,2025-01,FAC 0003-00040097,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,9500.00,0.00,9500.00,,9500.00,0.00,true
2025-04-15,2025-04,FAC 0003-00041588,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,1.00,5977.79,0.00,5977.79,,5977.79,0.00,true
2025-06-11,2025-06,FAC 0003-00042180,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,3.00,7693.14,0.00,23079.42,,23079.42,0.00,true
2025-04-27,2025-04,FAC 0003-00041556,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,1.00,5977.79,0.00,5977.79,,5977.79,0.00,true
2025-06-08,2025-06,FAC 0003-00042226,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10592.00,0.00,21184.01,,21184.00,0.01,true
2025-03-27,2025-03,FAC 0003-00041220,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,1.00,8564.77,0.00,8564.77,,8564.77,0.00,true
2025-01-21,2025-01,FAC 0003-00040355,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,2.00,18000.00,0.00,36000.00,,36000.00,0.00,true
2025-04-18,2025-04,FAC 0003-00041373,FAC,C9002,VENTA ONLINE,CAP-FILTRO-100,3.00,3415.88,0.00,10247.64,,10247.64,0.00,true
2025-02-06,2025-02,FAC 0003-00040662,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,9709.00,0.00,29127.00,,29127.00,0.00,true
2025-02-05,2025-02,FAC 0003-00040553,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,3.00,8380.40,0.00,25141.20,,25141.20,0.00,true
2025-03-23,2025-03,FAC 0003-00041045,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,3.00,8564.77,0.00,25694.31,,25694.31,0.00,true
2025-05-07,2025-05,FAC 0003-00041727,FAC,C9002,VENTA ONLINE,CAP-TAZA,1.00,9709.43,0.00,9709.43,,9709.43,0.00,true
2025-01-18,2025-01,FAC 0003-00040391,FAC,C9001,CONSUMIDOR FINAL,CAP-FILTRO-100,1.00,3200.00,0.00,3200.00,,3200.00,0.00,true
2025-03-13,2025-03,FAC 0003-00041103,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,9922.60,0.00,19845.20,,19845.20,0.00,true
2025-03-13,2025-03,FAC 0003-00040855,FAC,C0108,Coffee Lab Colegiales,CAF-BLEND-1K,10.00,18800.71,32.00,127844.84,R. Ibarra,127844.83,0.01,true
2025-01-13,2025-01,FAC 0003-00040024,FAC,C0111,Cafe Devoto II,CAP-FILTRO-100,3.00,3200.00,35.00,6240.00,M. Paz,6240.00,0.00,true
2025-06-24,2025-06,FAC 0003-00042309,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,9142.57,0.00,18285.14,,18285.14,0.00,true
2025-05-18,2025-05,FAC 0003-00041741,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10363.99,0.00,20727.99,,20727.98,0.01,true
2025-06-28,2025-06,FAC 0003-00042269,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,3.00,9142.57,0.00,27427.71,,27427.71,0.00,true
2025-06-04,2025-06,FAC 0003-00042322,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10592.00,0.00,21184.01,,21184.00,0.01,true
2025-02-24,2025-02,FAC 0003-00040482,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8380.40,0.00,16760.80,,16760.80,0.00,true
2025-02-03,2025-02,FAC 0003-00040509,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,9709.00,0.00,19418.00,,19418.00,0.00,true
2025-06-22,2025-06,FAC 0003-00042339,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,2.00,8250.61,0.00,16501.23,,16501.22,0.01,true
2025-04-28,2025-04,FAC 0003-00041368,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,1.00,7365.49,0.00,7365.49,,7365.49,0.00,true
2025-03-05,2025-03,FAC 0003-00041094,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,2.00,5535.77,0.00,11071.53,,11071.54,-0.01,true
2025-05-25,2025-05,FAC 0003-00042048,FAC,C9001,CONSUMIDOR FINAL,CAP-FILTRO-100,2.00,3491.03,0.00,6982.06,,6982.06,0.00,true
2025-05-17,2025-05,FAC 0003-00041724,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,2.00,5782.02,0.00,11564.04,,11564.04,0.00,true
2025-01-13,2025-01,FAC 0003-00040010,FAC,C0100,Cafe Palermo,CAF-BLEND-1K,7.00,18000.00,32.00,85680.00,,85680.00,0.00,true
2025-04-19,2025-04,FAC 0003-00041487,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,8753.19,0.00,8753.19,,8753.19,0.00,true
2025-01-02,2025-01,FAC 0003-00040263,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,5600.00,0.00,16800.00,,16800.00,0.00,true
2025-04-21,2025-04,FAC 0003-00041408,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,5977.79,0.00,17933.37,,17933.37,0.00,true
2025-04-28,2025-04,FAC 0003-00041339,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,1.00,5657.55,0.00,5657.55,,5657.55,0.00,true
2025-04-11,2025-04,FAC 0003-00041338,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,3.00,7899.22,0.00,23697.67,,23697.66,0.01,true
2025-05-24,2025-05,FAC 0003-00042065,FAC,C9001,CONSUMIDOR FINAL,CAP-FILTRO-100,2.00,3491.03,0.00,6982.06,,6982.06,0.00,true
2025-01-22,2025-01,FAC 0003-00040092,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,9500.00,0.00,28500.00,,28500.00,0.00,true
2025-05-03,2025-05,FAC 0003-00041982,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,6109.30,0.00,12218.60,,12218.60,0.00,true
2025-01-02,2025-01,FAC 0003-00040003,FAC,C0001,GRANOS DEL SUR S.A.,CAF-BLEND-CJ6,4.00,102000.00,40.00,244800.00,R. Ibarra,244800.00,0.00,true
2025-06-21,2025-06,FAC 0003-00042345,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,9142.57,0.00,9142.57,,9142.57,0.00,true
2025-04-18,2025-04,FAC 0003-00041407,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8753.19,0.00,17506.39,,17506.38,0.01,true
2025-01-15,2025-01,FAC 0003-00040064,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,1.00,7400.00,0.00,7400.00,,7400.00,0.00,true
2025-06-11,2025-06,FAC 0003-00042359,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,6243.71,0.00,18731.12,,18731.13,-0.01,true
2025-01-12,2025-01,FAC 0003-00040171,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,9500.00,0.00,28500.00,,28500.00,0.00,true
2025-03-28,2025-03,FAC 0003-00041127,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,2.00,8564.77,0.00,17129.54,,17129.54,0.00,true
2025-05-24,2025-05,FAC 0003-00041978,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,2.00,19637.04,0.00,39274.09,,39274.08,0.01,true
2025-04-01,2025-04,FAC 0003-00041241,FAC,C0001,GRANOS DEL SUR S.A.,CAF-BLEND-CJ6,4.00,108881.19,40.00,261314.86,M. Paz,261314.86,0.00,true
2025-04-18,2025-04,FAC 0003-00041632,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,5977.79,0.00,11955.58,,11955.58,0.00,true
2025-01-08,2025-01,FAC 0003-00040032,FAC,C0120,Tostado Chacarita,CAP-FILTRO-100,2.00,3200.00,32.00,4352.00,M. Paz,4352.00,0.00,true
2025-04-21,2025-04,FAC 0003-00041408,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8753.19,0.00,17506.39,,17506.38,0.01,true
2025-03-22,2025-03,FAC 0003-00041151,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,1.00,5849.11,0.00,5849.11,,5849.11,0.00,true
2025-06-24,2025-06,FAC 0003-00042111,FAC,C0116,Cafe Caballito,CAF-BLEND-1K,3.00,20069.06,32.00,40940.88,R. Ibarra,40940.88,-0.00,true
2025-06-14,2025-06,FAC 0003-00042132,FAC,C0133,El Almacen de Barracas II,CAP-FILTRO-100,4.00,3567.83,35.00,9276.36,M. Paz,9276.36,0.00,true
2025-03-23,2025-03,FAC 0003-00041072,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,8564.77,0.00,8564.77,,8564.77,0.00,true
2025-02-15,2025-02,FAC 0003-00040663,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,1.00,5416.60,0.00,5416.60,,5416.60,0.00,true
2025-06-18,2025-06,FAC 0003-00042144,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,3.00,8250.61,0.00,24751.84,,24751.83,0.01,true
2025-06-27,2025-06,FAC 0003-00042464,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,6243.71,0.00,12487.41,,12487.42,-0.01,true
2025-02-18,2025-02,FAC 0003-00040701,FAC,C9001,CONSUMIDOR FINAL,CAP-FILTRO-100,2.00,3270.40,0.00,6540.80,,6540.80,0.00,true
2025-02-20,2025-02,FAC 0003-00040451,FAC,C0124,Coffee Lab Flores,CAF-ETIOP-250,7.00,9709.00,35.00,44175.95,,44175.95,0.00,true
2025-04-10,2025-04,FAC 0003-00041404,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,1.00,5657.55,0.00,5657.55,,5657.55,0.00,true
2025-04-22,2025-04,FAC 0003-00041429,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8753.19,0.00,17506.39,,17506.38,0.01,true
2025-06-21,2025-06,FAC 0003-00042474,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,2.00,9142.57,0.00,18285.14,,18285.14,0.00,true
2025-05-21,2025-05,FAC 0003-00042059,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,1.00,6109.30,0.00,6109.30,,6109.30,0.00,true
2025-01-25,2025-01,FAC 0003-00040396,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,1.00,18000.00,0.00,18000.00,,18000.00,0.00,true
2025-06-14,2025-06,FAC 0003-00042204,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,9142.57,0.00,9142.57,,9142.57,0.00,true
2025-03-08,2025-03,FAC 0003-00041040,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,2.00,5535.77,0.00,11071.53,,11071.54,-0.01,true
2025-01-20,2025-01,FAC 0003-00040114,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,3.00,8200.00,0.00,24600.00,,24600.00,0.00,true
2025-05-14,2025-05,FAC 0003-00041926,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,2.00,6109.30,0.00,12218.60,,12218.60,0.00,true
2025-04-05,2025-04,FAC 0003-00041300,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,3.00,8753.19,0.00,26259.58,,26259.57,0.01,true
2025-03-02,2025-03,FAC 0003-00040981,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,9922.60,0.00,9922.60,,9922.60,0.00,true
2025-02-24,2025-02,FAC 0003-00040729,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,5723.20,0.00,11446.40,,11446.40,0.00,true
2025-04-06,2025-04,FAC 0003-00041400,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,1.00,5657.55,0.00,5657.55,,5657.55,0.00,true
2025-06-21,2025-06,FAC 0003-00042486,FAC,C9001,CONSUMIDOR FINAL,CAF-ETIOP-250,2.00,10592.00,0.00,21184.01,,21184.00,0.01,true
2025-04-23,2025-04,FAC 0003-00041529,FAC,C9001,CONSUMIDOR FINAL,CAF-ETIOP-250,1.00,10140.90,0.00,10140.90,,10140.90,0.00,true
2025-04-02,2025-04,FAC 0003-00041512,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10140.90,0.00,20281.79,,20281.80,-0.01,true
2025-06-01,2025-06,NC 0003-00001244,NC,C0105,Panaderia Villa Crespo II,CAF-BRAS-1K,-1.00,18954.11,32.00,-12888.79,,-12888.79,0.00,true
2025-05-15,2025-05,FAC 0003-00042025,FAC,C9001,CONSUMIDOR FINAL,CAF-ETIOP-250,2.00,10363.99,0.00,20727.99,,20727.98,0.01,true
2025-01-17,2025-01,FAC 0003-00040040,FAC,C0126,Panaderia Parque Chas,CAF-BLEND-1K,10.00,18000.00,32.00,122400.00,,122400.00,0.00,true
2025-05-24,2025-05,FAC 0003-00041909,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,2.00,6109.30,0.00,12218.60,,12218.60,0.00,true
2025-01-05,2025-01,FAC 0003-00040327,FAC,C9001,CONSUMIDOR FINAL,CAP-FILTRO-100,1.00,3200.00,0.00,3200.00,,3200.00,0.00,true
2025-06-24,2025-06,FAC 0003-00042341,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10592.00,0.00,21184.01,,21184.00,0.01,true
