fecha;comprobante;tipo_comprobante;codigo_cliente;razon_social;codigo_producto;cantidad;precio_unitario;bonificacion_pct;importe;vendedor
17/06/2025;FAC 0003-00042087;FAC;C0001;GRANOS DEL SUR S.A.;BLEND1K;46;20069.06;40;553906.0;
19/03/2025;FAC 0003-00040853;FAC;C0106;El Almacen de Nunez;CAP-FILTRO-100;2;3342.35;30;4679.29;M. Paz
05/05/2025;FAC 0003-00042032;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;6109.3;0;6109.3;
16/05/2025;FAC 0003-00041908;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;10363.99;0;10363.99;
19/05/2025;FAC 0003-00041737;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;10363.99;0;31091.98;
04/04/2025;FAC 0003-00041386;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;2;7899.22;0;15798.45;
16/04/2025;FAC 0003-00041398;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;2;7899.22;0;15798.45;
15/01/2025;FAC 0003-00040345;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;2;5600.0;0;11200.0;
28/06/2025;FAC 0003-00042230;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;9142.57;0;18285.14;
15/04/2025;FAC 0003-00041401;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;10140.9;0;10140.9;
16/03/2025;FAC 0003-00041134;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8564.77;0;17129.54;
28/06/2025;FAC 0003-00042387;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;6243.71;0;12487.41;
21/01/2025;FAC 0003-00040005;FAC;C0001;GRANOS DEL SUR S.A.;BLEND1K;59;18000.0;40;637200.0;
18/01/2025;FAC 0003-00040009;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BRAS-1K;21;17000.0;40;214200.0;M. Paz
15/04/2025;FAC 0003-00041526;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8753.19;0;17506.39;
01/03/2025;FAC 0003-00040868;FAC;C0123;La Ventanita de Almagro II;CAP-FILTRO-100;3;3342.35;35;6517.58;
09/02/2025;FAC 0003-00040580;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5723.2;0;17169.6;
16/04/2025;FAC 0003-00041471;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10140.9;0;20281.79;
04/02/2025;FAC 0003-00040454;FAC;C0126;Panaderia Parque Chas;CAF-BLEND-1K;6;18396.0;32;75055.68;M. Paz
16/01/2025;FAC 0003-00040052;FAC;C0138;El Almacen de Constitucion;CAP-FILTRO-100;6;3200.0;30;13440.0;
08/04/2025;FAC 0003-00041274;FAC;C0127;Cafe Parque Chas II;CAF-BLEND-1K;6;19214.33;32;78394.46;M. Paz
25/06/2025;FAC 0003-00042121;FAC;C0124;Coffee Lab Flores;CAF-BRAS-1K;3;18954.11;35;36960.51;R. Ibarra
04/05/2025;FAC 0003-00041837;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;3;7527.53;0;22582.6;
05/02/2025;FAC 0003-00040713;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;5723.2;0;5723.2;
24/01/2025;FAC 0003-00040231;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;2;6900.0;0;13800.0;
03/05/2025;FAC 0003-00041659;FAC;C0107;La Ventanita de Nunez II;CAF-BLEND-1K;9;19637.04;35;114876.7;M. Paz
24/01/2025;FAC 0003-00040206;FAC;C9002;VENTA ONLINE;CAP-TAZA;1;8900.0;0;8900.0;
17/03/2025;FAC 0003-00040847;FAC;C0102;Bar Belgrano;CAF-BLEND-1K;6;18800.71;35;73322.78;R. Ibarra
13/01/2025;FAC 0003-00040325;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8200.0;0;8200.0;
22/04/2025;FAC 0003-00041432;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;2;5657.55;0;11315.1;
08/02/2025;FAC 0003-00040742;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;18396.0;0;18396.0;
10/05/2025;FAC 0003-00041763;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;10363.99;0;31091.98;
26/03/2025;FAC 0003-00040891;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;5849.11;0;5849.11;
09/01/2025;FAC 0003-00040299;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8200.0;0;8200.0;
01/01/2025;FAC 0003-00040138;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;3;5300.0;0;15900.0;
19/04/2025;FAC 0003-00041580;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;2;19214.33;0;38428.66;
14/04/2025;FAC 0003-00041265;FAC;C0120;Tostado Chacarita;CAP-FILTRO-100;4;3415.88;32;9291.19;
21/02/2025;FAC 0003-00040693;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;5723.2;0;5723.2;
16/03/2025;FAC 0003-00040931;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;5849.11;0;5849.11;
08/01/2025;FAC 0003-00040106;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9500.0;0;9500.0;
03/04/2025;FAC 0003-00041490;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8753.19;0;17506.39;
22/05/2025;FAC 0003-00041663;FAC;C0110;Panaderia Devoto;CAF-BRAS-1K;3;18546.1;35;36164.89;R. Ibarra
25/01/2025;FAC 0003-00040134;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;1;8200.0;0;8200.0;
16/06/2025;FAC 0003-00042137;FAC;C0137;Panaderia Villa Urquiza II;CAF-BLEND-1K;3;20069.06;30;42145.02;
11/05/2025;FAC 0003-00041822;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8945.76;0;26837.29;
17/04/2025;FAC 0003-00041510;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;3;7365.49;0;22096.48;
26/02/2025;FAC 0003-00040829;FAC;C9001;CONSUMIDOR FINAL;CAP-FILTRO-100;2;3270.4;0;6540.8;
22/06/2025;FAC 0003-00042494;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;9142.57;0;9142.57;
11/05/2025;FAC 0003-00042018;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;2;10363.99;0;20727.99;
20/02/2025;FAC 0003-00040545;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5416.6;0;5416.6;
26/04/2025;FAC 0003-00041604;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;2;10140.9;0;20281.79;
25/06/2025;FAC 0003-00042473;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;20069.06;0;20069.06;
28/02/2025;FAC 0003-00040781;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8380.4;0;8380.4;
04/05/2025;FAC 0003-00041850;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;10363.99;0;10363.99;
19/03/2025;FAC 0003-00040904;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8564.77;0;17129.54;
12/04/2025;FAC 0003-00041240;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BRAS-1K;21;18146.87;40;228650.5;
21/06/2025;FAC 0003-00042446;FAC;C9001;CONSUMIDOR FINAL;CAP-FILTRO-100;2;3567.83;0;7135.67;
12/01/2025;FAC 0003-00040378;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;2;5600.0;0;11200.0;
26/04/2025;FAC 0003-00041297;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;1;7899.22;0;7899.22;
23/01/2025;FAC 0003-00040388;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;9500.0;0;9500.0;
17/04/2025;FAC 0003-00041516;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;10140.9;0;30422.69;
26/05/2025;FAC 0003-00041710;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;10363.99;0;31091.98;
17/02/2025;FAC 0003-00040778;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;5723.2;0;5723.2;
10/03/2025;FAC 0003-00040969;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;1;7729.18;0;7729.18;
07/06/2025;FAC 0003-00042212;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;10592.0;0;10592.0;
19/01/2025;FAC 0003-00040044;FAC;C0130;Usina Coghlan;CAF-BLEND-1K;9;18000.0;30;113400.0;R. Ibarra
23/03/2025;FAC 0003-00040843;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BLEND-CJ6;8;106537.37;40;511379.37;M. Paz
16/04/2025;FAC 0003-00041251;FAC;C0106;El Almacen de Nunez;CAF-BLEND-1K;3;19214.33;30;40350.09;M. Paz
16/06/2025;FAC 0003-00042280;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;6243.71;0;18731.12;
26/06/2025;FAC 0003-00042216;FAC;C9002;VENTA ONLINE;CAP-FILTRO-100;3;3567.83;0;10703.5;
13/06/2025;FAC 0003-00042223;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;3;8250.61;0;24751.84;
18/06/2025;FAC 0003-00042172;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;3;7693.14;0;23079.42;
28/05/2025;FAC 0003-00041673;FAC;C0119;Coffee Lab Saavedra II;CAF-BLEND-1K;5;19637.04;35;63820.39;R. Ibarra
25/03/2025;FAC 0003-00040988;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;1;7206.94;0;7206.94;
02/03/2025;FAC 0003-00041054;FAC;C9002;VENTA ONLINE;CAP-TAZA;2;9295.91;0;18591.82;
21/04/2025;FAC 0003-00041375;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10140.9;0;20281.79;
18/04/2025;FAC 0003-00041352;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;10140.9;0;10140.9;
10/03/2025;FAC 0003-00040846;FAC;C0101;El Almacen de Palermo II;CAF-BLEND-1K;9;18800.71;35;109984.17;M. Paz
01/06/2025;FAC 0003-00042308;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5909.22;0;5909.22;
14/03/2025;FAC 0003-00040935;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8564.77;0;25694.31;
17/04/2025;FAC 0003-00041319;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10140.9;0;20281.79;
18/05/2025;FAC 0003-00041913;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8945.76;0;26837.29;
03/02/2025;FAC 0003-00040745;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8380.4;0;8380.4;
03/05/2025;FAC 0003-00042006;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8945.76;0;17891.53;
26/01/2025;FAC 0003-00040051;FAC;C0138;El Almacen de Constitucion;CAF-BLEND-1K;8;18000.0;30;100800.0;M. Paz
19/06/2025;FAC 0003-00042197;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;6243.71;0;12487.41;
22/02/2025;FAC 0003-00040429;FAC;C0106;El Almacen de Nunez;CAF-BRAS-1K;6;17374.0;30;72970.8;M. Paz
18/05/2025;FAC 0003-00041711;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8945.76;0;26837.29;
02/01/2025;FAC 0003-00040228;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5600.0;0;16800.0;
08/06/2025;FAC 0003-00042176;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;2;5909.22;0;11818.45;
06/04/2025;FAC 0003-00041326;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;3;5657.55;0;16972.66;
06/01/2025;FAC 0003-00040006;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BRAS-1K;12;17000.0;40;122400.0;R. Ibarra
24/02/2025;FAC 0003-00040738;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8380.4;0;8380.4;
18/06/2025;FAC 0003-00042179;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;9142.57;0;27427.71;
05/03/2025;FAC 0003-00040901;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5849.11;0;17547.33;
11/03/2025;FAC 0003-00041234;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8564.77;0;17129.54;
12/02/2025;FAC 0003-00040598;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;9709.0;0;19418.0;
03/01/2025;FAC 0003-00040001;FAC;C0001;GRANOS DEL SUR S.A.;BLEND1K;37;18000.0;40;399600.0;
23/05/2025;FAC 0003-00041653;FAC;C0102;Bar Belgrano;CAF-BLEND-1K;4;19637.04;35;51056.31;M. Paz
07/01/2025;FAC 0003-00040385;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;5600.0;0;5600.0;
15/02/2025;FAC 0003-00040667;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9709.0;0;9709.0;
17/06/2025;FAC 0003-00042087;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BLEND-CJ6;5;113724.66;40;341173.98;
10/02/2025;FAC 0003-00040610;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;5723.2;0;5723.2;
21/03/2025;FAC 0003-00041121;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8564.77;0;8564.77;
16/02/2025;FAC 0003-00040642;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;9709.0;0;19418.0;
20/02/2025;FAC 0003-00040629;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;9709.0;0;19418.0;
16/03/2025;FAC 0003-00040886;FAC;C0137;Panaderia Villa Urquiza II;CAF-ETIOP-250;6;9922.6;30;41674.91;R. Ibarra
17/05/2025;FAC 0003-00041716;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;2;5782.02;0;11564.04;
07/01/2025;FAC 0003-00040145;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;5600.0;0;5600.0;
10/01/2025;FAC 0003-00040126;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;9500.0;0;19000.0;
19/02/2025;FAC 0003-00040695;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8380.4;0;8380.4;
05/05/2025;FAC 0003-00041882;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8945.76;0;26837.29;
28/04/2025;FAC 0003-00041537;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;19214.33;0;19214.33;
03/05/2025;FAC 0003-00041743;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;10363.99;0;31091.98;
19/03/2025;FAC 0003-00041120;FAC;C9001;CONSUMIDOR FINAL;CAP-FILTRO-100;1;3342.35;0;3342.35;
03/05/2025;FAC 0003-00042078;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;2;6109.3;0;12218.6;
22/03/2025;FAC 0003-00041110;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5535.77;0;5535.77;
20/04/2025;FAC 0003-00041420;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;1;8753.19;0;8753.19;
23/06/2025;FAC 0003-00042316;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;10592.0;0;10592.0;
18/04/2025;FAC 0003-00041244;FAC;C0001;GRANOS DEL SUR S.A.;BLEND1K;54;19214.33;40;622544.22;
07/06/2025;FAC 0003-00042099;FAC;C0108;Coffee Lab Colegiales;CAF-BRAS-1K;6;18954.11;32;77332.77;
14/04/2025;FAC 0003-00041587;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;2;5977.79;0;11955.58;
03/04/2025;FAC 0003-00041355;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5977.79;0;17933.37;
26/04/2025;FAC 0003-00041380;FAC;C9002;VENTA ONLINE;CAP-FILTRO-100;2;3415.88;0;6831.76;
07/06/2025;FAC 0003-00042199;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;3;7693.14;0;23079.42;
09/01/2025;FAC 0003-00040199;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;9500.0;0;19000.0;
18/05/2025;FAC 0003-00041660;FAC;C0108;Coffee Lab Colegiales;CAF-BLEND-1K;3;19637.04;32;40059.57;
19/03/2025;FAC 0003-00041044;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;5849.11;0;11698.22;
03/02/2025;FAC 0003-00040566;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;3;7051.8;0;21155.4;
07/04/2025;FAC 0003-00041285;FAC;C0138;El Almacen de Constitucion;CAF-BLEND-1K;10;19214.33;30;134500.29;R. Ibarra
01/02/2025;FAC 0003-00040646;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;1;8380.4;0;8380.4;
20/06/2025;FAC 0003-00042351;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;6243.71;0;6243.71;
06/02/2025;FAC 0003-00040420;FAC;C0001;GRANOS DEL SUR S.A.;BLEND1K;53;18396.0;40;584992.8;M. Paz
02/02/2025;FAC 0003-00040485;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9709.0;0;29127.0;
16/04/2025;FAC 0003-00041471;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8753.19;0;26259.58;
20/04/2025;FAC 0003-00041425;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;5977.79;0;11955.58;
01/02/2025;FAC 0003-00040436;FAC;C0111;Cafe Devoto II;CAF-BLEND-1K;9;18396.0;35;107616.6;
01/02/2025;FAC 0003-00040516;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5416.6;0;5416.6;
17/06/2025;FAC 0003-00042193;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10592.0;0;21184.01;
25/03/2025;FAC 0003-00040925;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9922.6;0;9922.6;
07/05/2025;FAC 0003-00041775;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;6109.3;0;18327.91;
07/05/2025;FAC 0003-00041923;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;3;5782.02;0;17346.05;
08/05/2025;FAC 0003-00042074;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;2;6109.3;0;12218.6;
25/06/2025;FAC 0003-00042390;FAC;C9002;VENTA ONLINE;CAP-FILTRO-100;2;3567.83;0;7135.67;
12/06/2025;FAC 0003-00042141;FAC;C0139;La Ventanita de Constitucion II;CAF-BLEND-1K;10;20069.06;30;140483.4;
04/05/2025;FAC 0003-00041780;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8945.76;0;26837.29;
19/06/2025;FAC 0003-00042236;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;9142.57;0;27427.71;
05/04/2025;FAC 0003-00041448;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;5977.79;0;11955.58;
25/04/2025;FAC 0003-00041533;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8753.19;0;17506.39;
09/04/2025;FAC 0003-00041545;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;10140.9;0;10140.9;
15/04/2025;FAC 0003-00041609;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8753.19;0;8753.19;
26/02/2025;FAC 0003-00040587;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;3;7562.8;0;22688.4;
22/03/2025;FAC 0003-00040970;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9922.6;0;29767.79;
01/04/2025;FAC 0003-00041291;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;5977.79;0;11955.58;
23/04/2025;FAC 0003-00041414;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;10140.9;0;10140.9;
13/01/2025;FAC 0003-00040024;FAC;C0111;Cafe Devoto II;CAF-BRAS-1K;4;17000.0;35;44200.0;M. Paz
16/05/2025;FAC 0003-00041934;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;6109.3;0;18327.91;
11/03/2025;FAC 0003-00041176;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;2;5849.11;0;11698.22;
02/06/2025;FAC 0003-00042392;FAC;C9002;VENTA ONLINE;CAP-TAZA;1;9923.03;0;9923.03;
16/05/2025;FAC 0003-00041736;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;2;5782.02;0;11564.04;
12/02/2025;FAC 0003-00040470;FAC;C0137;Panaderia Villa Urquiza II;CAF-BRAS-1K;8;17374.0;30;97294.4;M. Paz
28/02/2025;FAC 0003-00040439;FAC;C0113;Bar Recoleta II;CAF-ETIOP-250;9;9709.0;30;61166.7;M. Paz
07/01/2025;FAC 0003-00040234;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8200.0;0;16400.0;
25/01/2025;FAC 0003-00040197;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8200.0;0;16400.0;
01/01/2025;FAC 0003-00040186;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5600.0;0;16800.0;
10/05/2025;FAC 0003-00041957;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;2;19637.04;0;39274.09;
07/05/2025;FAC 0003-00041646;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BLEND-CJ6;8;111276.58;40;534127.57;R. Ibarra
12/05/2025;FAC 0003-00041958;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8945.76;0;17891.53;
27/04/2025;FAC 0003-00041502;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5977.79;0;17933.37;
26/06/2025;FAC 0003-00042454;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;2;6243.71;0;12487.41;
13/06/2025;FAC 0003-00042363;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5909.22;0;5909.22;
19/03/2025;FAC 0003-00040869;FAC;C0124;Coffee Lab Flores;CAF-BLEND-1K;4;18800.71;35;48881.85;M. Paz
22/03/2025;FAC 0003-00040910;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;3;7729.18;0;23187.54;
17/05/2025;FAC 0003-00041712;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;3;5782.02;0;17346.05;
23/06/2025;FAC 0003-00042332;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;3;5909.22;0;17727.67;
06/03/2025;FAC 0003-00040913;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;5849.11;0;5849.11;
24/05/2025;FAC 0003-00041813;FAC;C9002;VENTA ONLINE;CAP-TAZA;2;9709.43;0;19418.85;
24/04/2025;FAC 0003-00041263;FAC;C0116;Cafe Caballito;CAF-BLEND-1K;3;19214.33;32;39197.23;M. Paz
06/04/2025;FAC 0003-00041608;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;5977.79;0;5977.79;
01/02/2025;FAC 0003-00040474;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9709.0;0;9709.0;
26/01/2025;FAC 0003-00040293;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;2;9500.0;0;19000.0;
28/03/2025;FAC 0003-00040858;FAC;C0112;La Ventanita de Recoleta;CAF-BLEND-1K;9;18800.71;35;109984.17;
03/04/2025;FAC 0003-00041490;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5977.79;0;17933.37;
01/06/2025;FAC 0003-00042177;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;6243.71;0;12487.41;
05/06/2025;FAC 0003-00042357;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;10592.0;0;31776.01;
08/04/2025;FAC 0003-00041289;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10140.9;0;20281.79;
15/02/2025;FAC 0003-00040708;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8380.4;0;16760.8;
03/01/2025;FAC 0003-00040079;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5600.0;0;16800.0;
23/05/2025;FAC 0003-00041929;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10363.99;0;20727.99;
19/01/2025;FAC 0003-00040076;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;2;5300.0;0;10600.0;
02/01/2025;FAC 0003-00040228;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;2;6900.0;0;13800.0;
04/05/2025;FAC 0003-00041751;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;10363.99;0;31091.98;
06/04/2025;FAC 0003-00041264;FAC;C0118;Bar Saavedra;CAF-BRAS-1K;8;18146.87;32;98718.95;M. Paz
27/03/2025;FAC 0003-00040916;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9922.6;0;9922.6;
10/02/2025;FAC 0003-00040606;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;3;7562.8;0;22688.4;
11/06/2025;FAC 0003-00042277;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;6243.71;0;18731.12;
15/06/2025;FAC 0003-00042254;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;3;5909.22;0;17727.67;
12/02/2025;FAC 0003-00040598;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;2;7562.8;0;15125.6;
09/06/2025;FAC 0003-00042296;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10592.0;0;21184.01;
22/01/2025;FAC 0003-00040165;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9500.0;0;28500.0;
25/03/2025;FAC 0003-00041089;FAC;C9002;VENTA ONLINE;CAP-TAZA;3;9295.91;0;27887.72;
26/01/2025;FAC 0003-00040057;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5300.0;0;5300.0;
04/05/2025;FAC 0003-00041780;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;10363.99;0;10363.99;
25/06/2025;FAC 0003-00042497;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;20069.06;0;20069.06;
04/02/2025;FAC 0003-00040751;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;9709.0;0;9709.0;
02/03/2025;FAC 0003-00041053;FAC;C9002;VENTA ONLINE;CAP-TAZA;2;9295.91;0;18591.82;
22/03/2025;FAC 0003-00041116;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;1;8564.77;0;8564.77;
19/02/2025;FAC 0003-00040456;FAC;C0127;Cafe Parque Chas II;CAF-BLEND-1K;4;18396.0;32;50037.12;M. Paz
04/04/2025;FAC 0003-00041378;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;10140.9;0;30422.69;
01/04/2025;FAC 0003-00041248;FAC;C0103;Coffee Lab Belgrano II;CAF-BRAS-1K;4;18146.87;35;47181.85;
17/06/2025;FAC 0003-00042095;FAC;C0104;Tostado Villa Crespo;CAF-BLEND-1K;6;20069.06;35;78269.33;R. Ibarra
23/03/2025;FAC 0003-00041203;FAC;C9001;CONSUMIDOR FINAL;CAP-FILTRO-100;2;3342.35;0;6684.7;
15/05/2025;FAC 0003-00041970;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;2;19637.04;0;39274.09;
27/06/2025;FAC 0003-00042349;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;9142.57;0;18285.14;
26/06/2025;FAC 0003-00042088;FAC;C0001;GRANOS DEL SUR S.A.;BLEND1K;44;20069.06;40;529823.13;R. Ibarra
