fecha,periodo,comprobante,tipo_comprobante,es_nota_credito,codigo_cliente,razon_social,condicion_comercial,localidad,codigo_producto_original,codigo_producto,codigo_normalizado,motivo_normalizacion,producto,unidad_medida,rubro,producto_activo,cantidad,precio_unitario,bonificacion_pct,importe_neto,costo_unitario,costo_total,margen_bruto,margen_bruto_pct,vendedor
2025-01-18,2025-01,FAC 0003-00040009,FAC,false,C0001,GRANOS DEL SUR S.A.,Distribuidor,Avellaneda,CAF-BRAS-1K,CAF-BRAS-1K,false,,Brasil Cerrado 1 kg,UN,CAFE,S,21.00,17000.00,40.00,214200.00,9300.00,195300.00,18900.00,0.09,M. Paz
2025-04-15,2025-04,FAC 0003-00041526,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,2.00,8753.19,0.00,17506.39,3843.00,7686.00,9820.39,0.56,
2025-03-01,2025-03,FAC 0003-00040868,FAC,false,C0123,La Ventanita de Almagro II,Mayorista,CABA,CAP-FILTRO-100,CAP-FILTRO-100,false,,Filtros de papel x 100,UN,ACCESORIOS,S,3.00,3342.35,35.00,6517.58,1985.00,5955.00,562.58,0.09,
2025-02-09,2025-02,FAC 0003-00040580,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,3.00,5723.20,0.00,17169.60,2616.00,7848.00,9321.60,0.54,
2025-04-16,2025-04,FAC 0003-00041471,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,2.00,10140.90,0.00,20281.79,4377.00,8754.00,11527.79,0.57,
2025-02-04,2025-02,FAC 0003-00040454,FAC,false,C0126,Panaderia Parque Chas,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,6.00,18396.00,32.00,75055.68,10016.00,60096.00,14959.68,0.20,M. Paz
2025-01-16,2025-01,FAC 0003-00040052,FAC,false,C0138,El Almacen de Constitucion,Mayorista,CABA,CAP-FILTRO-100,CAP-FILTRO-100,false,,Filtros de papel x 100,UN,ACCESORIOS,S,6.00,3200.00,30.00,13440.00,1900.00,11400.00,2040.00,0.15,
2025-04-08,2025-04,FAC 0003-00041274,FAC,false,C0127,Cafe Parque Chas II,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,6.00,19214.33,32.00,78394.46,10461.00,62766.00,15628.46,0.20,M. Paz
2025-06-25,2025-06,FAC 0003-00042121,FAC,false,C0124,Coffee Lab Flores,Mayorista,CABA,CAF-BRAS-1K,CAF-BRAS-1K,false,,Brasil Cerrado 1 kg,UN,CAFE,S,3.00,18954.11,35.00,36960.51,10369.00,31107.00,5853.51,0.16,R. Ibarra
2025-05-04,2025-05,FAC 0003-00041837,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-CAPS-10,CAF-CAPS-10,false,,Capsulas compatibles x10,UN,CAFE,S,3.00,7527.53,0.00,22582.60,3600.00,10800.00,11782.60,0.52,
2025-02-05,2025-02,FAC 0003-00040713,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,1.00,5723.20,0.00,5723.20,2616.00,2616.00,3107.20,0.54,
2025-01-24,2025-01,FAC 0003-00040231,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-CAPS-10,CAF-CAPS-10,false,,Capsulas compatibles x10,UN,CAFE,S,2.00,6900.00,0.00,13800.00,3300.00,6600.00,7200.00,0.52,
2025-05-03,2025-05,FAC 0003-00041659,FAC,false,C0107,La Ventanita de Nunez II,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,9.00,19637.04,35.00,114876.70,10691.00,96219.00,18657.70,0.16,M. Paz
2025-01-24,2025-01,FAC 0003-00040206,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAP-TAZA,CAP-TAZA,false,,Taza ceramica logo,UN,ACCESORIOS,S,1.00,8900.00,0.00,8900.00,4200.00,4200.00,4700.00,0.53,
2025-03-17,2025-03,FAC 0003-00040847,FAC,false,C0102,Bar Belgrano,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,6.00,18800.71,35.00,73322.78,10236.00,61416.00,11906.78,0.16,R. Ibarra
2025-01-13,2025-01,FAC 0003-00040325,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,1.00,8200.00,0.00,8200.00,3600.00,3600.00,4600.00,0.56,
2025-04-22,2025-04,FAC 0003-00041432,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BRAS-250,CAF-BRAS-250,false,,Brasil Cerrado 250 g,UN,CAFE,S,2.00,5657.55,0.00,11315.10,2594.00,5188.00,6127.10,0.54,
2025-02-08,2025-02,FAC 0003-00040742,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,1.00,18396.00,0.00,18396.00,10016.00,10016.00,8380.00,0.46,
2025-05-10,2025-05,FAC 0003-00041763,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,3.00,10363.99,0.00,31091.98,4473.00,13419.00,17672.98,0.57,
2025-03-26,2025-03,FAC 0003-00040891,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,1.00,5849.11,0.00,5849.11,2674.00,2674.00,3175.11,0.54,
2025-01-09,2025-01,FAC 0003-00040299,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,1.00,8200.00,0.00,8200.00,3600.00,3600.00,4600.00,0.56,
2025-01-01,2025-01,FAC 0003-00040138,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BRAS-250,CAF-BRAS-250,false,,Brasil Cerrado 250 g,UN,CAFE,S,3.00,5300.00,0.00,15900.00,2430.00,7290.00,8610.00,0.54,
2025-04-19,2025-04,FAC 0003-00041580,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,2.00,19214.33,0.00,38428.66,10461.00,20922.00,17506.66,0.46,
2025-04-14,2025-04,FAC 0003-00041265,FAC,false,C0120,Tostado Chacarita,Mayorista,CABA,CAP-FILTRO-100,CAP-FILTRO-100,false,,Filtros de papel x 100,UN,ACCESORIOS,S,4.00,3415.88,32.00,9291.19,2028.00,8112.00,1179.19,0.13,
2025-02-21,2025-02,FAC 0003-00040693,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,1.00,5723.20,0.00,5723.20,2616.00,2616.00,3107.20,0.54,
2025-03-16,2025-03,FAC 0003-00040931,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,1.00,5849.11,0.00,5849.11,2674.00,2674.00,3175.11,0.54,
2025-01-08,2025-01,FAC 0003-00040106,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,1.00,9500.00,0.00,9500.00,4100.00,4100.00,5400.00,0.57,
2025-04-03,2025-04,FAC 0003-00041490,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,2.00,8753.19,0.00,17506.39,3843.00,7686.00,9820.39,0.56,
2025-05-22,2025-05,FAC 0003-00041663,FAC,false,C0110,Panaderia Devoto,Mayorista,CABA,CAF-BRAS-1K,CAF-BRAS-1K,false,,Brasil Cerrado 1 kg,UN,CAFE,S,3.00,18546.10,35.00,36164.89,10146.00,30438.00,5726.89,0.16,R. Ibarra
2025-01-25,2025-01,FAC 0003-00040134,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,1.00,8200.00,0.00,8200.00,3600.00,3600.00,4600.00,0.56,
2025-06-16,2025-06,FAC 0003-00042137,FAC,false,C0137,Panaderia Villa Urquiza II,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,3.00,20069.06,30.00,42145.02,10926.00,32778.00,9367.02,0.22,
2025-05-11,2025-05,FAC 0003-00041822,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,3.00,8945.76,0.00,26837.29,3927.00,11781.00,15056.29,0.56,
2025-04-17,2025-04,FAC 0003-00041510,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-CAPS-10,CAF-CAPS-10,false,,Capsulas compatibles x10,UN,CAFE,S,3.00,7365.49,0.00,22096.48,3523.00,10569.00,11527.48,0.52,
2025-02-26,2025-02,FAC 0003-00040829,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAP-FILTRO-100,CAP-FILTRO-100,false,,Filtros de papel x 100,UN,ACCESORIOS,S,2.00,3270.40,0.00,6540.80,1942.00,3884.00,2656.80,0.41,
2025-06-22,2025-06,FAC 0003-00042494,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,1.00,9142.57,0.00,9142.57,4014.00,4014.00,5128.57,0.56,
2025-05-11,2025-05,FAC 0003-00042018,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,2.00,10363.99,0.00,20727.99,4473.00,8946.00,11781.99,0.57,
2025-02-20,2025-02,FAC 0003-00040545,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BRAS-250,CAF-BRAS-250,false,,Brasil Cerrado 250 g,UN,CAFE,S,1.00,5416.60,0.00,5416.60,2483.00,2483.00,2933.60,0.54,
2025-04-26,2025-04,FAC 0003-00041604,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,2.00,10140.90,0.00,20281.79,4377.00,8754.00,11527.79,0.57,
2025-06-25,2025-06,FAC 0003-00042473,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,1.00,20069.06,0.00,20069.06,10926.00,10926.00,9143.06,0.46,
2025-02-28,2025-02,FAC 0003-00040781,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,1.00,8380.40,0.00,8380.40,3679.00,3679.00,4701.40,0.56,
2025-05-04,2025-05,FAC 0003-00041850,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,1.00,10363.99,0.00,10363.99,4473.00,4473.00,5890.99,0.57,
2025-03-19,2025-03,FAC 0003-00040904,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,2.00,8564.77,0.00,17129.54,3760.00,7520.00,9609.54,0.56,
2025-04-12,2025-04,FAC 0003-00041240,FAC,false,C0001,GRANOS DEL SUR S.A.,Distribuidor,Avellaneda,CAF-BRAS-1K,CAF-BRAS-1K,false,,Brasil Cerrado 1 kg,UN,CAFE,S,21.00,18146.87,40.00,228650.50,9927.00,208467.00,20183.50,0.09,
2025-06-21,2025-06,FAC 0003-00042446,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAP-FILTRO-100,CAP-FILTRO-100,false,,Filtros de papel x 100,UN,ACCESORIOS,S,2.00,3567.83,0.00,7135.67,2118.00,4236.00,2899.67,0.41,
2025-01-12,2025-01,FAC 0003-00040378,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,2.00,5600.00,0.00,11200.00,2560.00,5120.00,6080.00,0.54,
2025-04-26,2025-04,FAC 0003-00041297,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-DESCA-250,CAF-DESCA-250,false,,Descafeinado 250 g,UN,CAFE,S,1.00,7899.22,0.00,7899.22,3736.00,3736.00,4163.22,0.53,
2025-01-23,2025-01,FAC 0003-00040388,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,1.00,9500.00,0.00,9500.00,4100.00,4100.00,5400.00,0.57,
2025-04-17,2025-04,FAC 0003-00041516,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,3.00,10140.90,0.00,30422.69,4377.00,13131.00,17291.69,0.57,
2025-05-26,2025-05,FAC 0003-00041710,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,3.00,10363.99,0.00,31091.98,4473.00,13419.00,17672.98,0.57,
2025-02-17,2025-02,FAC 0003-00040778,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,1.00,5723.20,0.00,5723.20,2616.00,2616.00,3107.20,0.54,
2025-03-10,2025-03,FAC 0003-00040969,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-DESCA-250,CAF-DESCA-250,false,,Descafeinado 250 g,UN,CAFE,S,1.00,7729.18,0.00,7729.18,3656.00,3656.00,4073.18,0.53,
2025-06-07,2025-06,FAC 0003-00042212,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,1.00,10592.00,0.00,10592.00,4571.00,4571.00,6021.00,0.57,
2025-01-19,2025-01,FAC 0003-00040044,FAC,false,C0130,Usina Coghlan,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,9.00,18000.00,30.00,113400.00,9800.00,88200.00,25200.00,0.22,R. Ibarra
2025-03-23,2025-03,FAC 0003-00040843,FAC,false,C0001,GRANOS DEL SUR S.A.,Distribuidor,Avellaneda,CAF-BLEND-CJ6,CAF-BLEND-CJ6,false,,Blend Casa CAJA X 6 (1kg c/u),CAJA X6,CAFE,S,8.00,106537.37,40.00,511379.37,61416.00,491328.00,20051.37,0.04,M. Paz
2025-04-16,2025-04,FAC 0003-00041251,FAC,false,C0106,El Almacen de Nunez,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,3.00,19214.33,30.00,40350.09,10461.00,31383.00,8967.09,0.22,M. Paz
2025-06-16,2025-06,FAC 0003-00042280,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,3.00,6243.71,0.00,18731.12,2854.00,8562.00,10169.12,0.54,
2025-06-26,2025-06,FAC 0003-00042216,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAP-FILTRO-100,CAP-FILTRO-100,false,,Filtros de papel x 100,UN,ACCESORIOS,S,3.00,3567.83,0.00,10703.50,2118.00,6354.00,4349.50,0.41,
2025-06-13,2025-06,FAC 0003-00042223,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-DESCA-250,CAF-DESCA-250,false,,Descafeinado 250 g,UN,CAFE,S,3.00,8250.61,0.00,24751.84,3902.00,11706.00,13045.84,0.53,
2025-06-18,2025-06,FAC 0003-00042172,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-CAPS-10,CAF-CAPS-10,false,,Capsulas compatibles x10,UN,CAFE,S,3.00,7693.14,0.00,23079.42,3679.00,11037.00,12042.42,0.52,
2025-05-28,2025-05,FAC 0003-00041673,FAC,false,C0119,Coffee Lab Saavedra II,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,5.00,19637.04,35.00,63820.39,10691.00,53455.00,10365.39,0.16,R. Ibarra
2025-03-25,2025-03,FAC 0003-00040988,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-CAPS-10,CAF-CAPS-10,false,,Capsulas compatibles x10,UN,CAFE,S,1.00,7206.94,0.00,7206.94,3447.00,3447.00,3759.94,0.52,
2025-03-02,2025-03,FAC 0003-00041054,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAP-TAZA,CAP-TAZA,false,,Taza ceramica logo,UN,ACCESORIOS,S,2.00,9295.91,0.00,18591.82,4387.00,8774.00,9817.82,0.53,
2025-04-21,2025-04,FAC 0003-00041375,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,2.00,10140.90,0.00,20281.79,4377.00,8754.00,11527.79,0.57,
2025-04-18,2025-04,FAC 0003-00041352,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,1.00,10140.90,0.00,10140.90,4377.00,4377.00,5763.90,0.57,
2025-03-10,2025-03,FAC 0003-00040846,FAC,false,C0101,El Almacen de Palermo II,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,9.00,18800.71,35.00,109984.17,10236.00,92124.00,17860.17,0.16,M. Paz
2025-06-01,2025-06,FAC 0003-00042308,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BRAS-250,CAF-BRAS-250,false,,Brasil Cerrado 250 g,UN,CAFE,S,1.00,5909.22,0.00,5909.22,2709.00,2709.00,3200.22,0.54,
2025-03-14,2025-03,FAC 0003-00040935,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,3.00,8564.77,0.00,25694.31,3760.00,11280.00,14414.31,0.56,
2025-04-17,2025-04,FAC 0003-00041319,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,2.00,10140.90,0.00,20281.79,4377.00,8754.00,11527.79,0.57,
2025-05-18,2025-05,FAC 0003-00041913,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,3.00,8945.76,0.00,26837.29,3927.00,11781.00,15056.29,0.56,
2025-02-03,2025-02,FAC 0003-00040745,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,1.00,8380.40,0.00,8380.40,3679.00,3679.00,4701.40,0.56,
2025-05-03,2025-05,FAC 0003-00042006,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,2.00,8945.76,0.00,17891.53,3927.00,7854.00,10037.53,0.56,
2025-01-26,2025-01,FAC 0003-00040051,FAC,false,C0138,El Almacen de Constitucion,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,8.00,18000.00,30.00,100800.00,9800.00,78400.00,22400.00,0.22,M. Paz
2025-06-19,2025-06,FAC 0003-00042197,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,2.00,6243.71,0.00,12487.41,2854.00,5708.00,6779.41,0.54,
2025-02-22,2025-02,FAC 0003-00040429,FAC,false,C0106,El Almacen de Nunez,Mayorista,CABA,CAF-BRAS-1K,CAF-BRAS-1K,false,,Brasil Cerrado 1 kg,UN,CAFE,S,6.00,17374.00,30.00,72970.80,9505.00,57030.00,15940.80,0.22,M. Paz
2025-05-18,2025-05,FAC 0003-00041711,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,3.00,8945.76,0.00,26837.29,3927.00,11781.00,15056.29,0.56,
2025-01-02,2025-01,FAC 0003-00040228,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,3.00,5600.00,0.00,16800.00,2560.00,7680.00,9120.00,0.54,
2025-06-08,2025-06,FAC 0003-00042176,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BRAS-250,CAF-BRAS-250,false,,Brasil Cerrado 250 g,UN,CAFE,S,2.00,5909.22,0.00,11818.45,2709.00,5418.00,6400.45,0.54,
2025-04-06,2025-04,FAC 0003-00041326,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BRAS-250,CAF-BRAS-250,false,,Brasil Cerrado 250 g,UN,CAFE,S,3.00,5657.55,0.00,16972.66,2594.00,7782.00,9190.66,0.54,
2025-01-06,2025-01,FAC 0003-00040006,FAC,false,C0001,GRANOS DEL SUR S.A.,Distribuidor,Avellaneda,CAF-BRAS-1K,CAF-BRAS-1K,false,,Brasil Cerrado 1 kg,UN,CAFE,S,12.00,17000.00,40.00,122400.00,9300.00,111600.00,10800.00,0.09,R. Ibarra
2025-02-24,2025-02,FAC 0003-00040738,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,1.00,8380.40,0.00,8380.40,3679.00,3679.00,4701.40,0.56,
2025-06-18,2025-06,FAC 0003-00042179,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,3.00,9142.57,0.00,27427.71,4014.00,12042.00,15385.71,0.56,
2025-03-05,2025-03,FAC 0003-00040901,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,3.00,5849.11,0.00,17547.33,2674.00,8022.00,9525.33,0.54,
2025-03-11,2025-03,FAC 0003-00041234,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,2.00,8564.77,0.00,17129.54,3760.00,7520.00,9609.54,0.56,
2025-02-12,2025-02,FAC 0003-00040598,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,2.00,9709.00,0.00,19418.00,4190.00,8380.00,11038.00,0.57,
2025-01-03,2025-01,FAC 0003-00040001,FAC,false,C0001,GRANOS DEL SUR S.A.,Distribuidor,Avellaneda,BLEND1K,CAF-BLEND-1K,true,Codigo viejo informado en ventas; corresponde a Blend Casa 1 kg.,Blend Casa 1 kg,UN,CAFE,S,37.00,18000.00,40.00,399600.00,9800.00,362600.00,37000.00,0.09,
2025-05-23,2025-05,FAC 0003-00041653,FAC,false,C0102,Bar Belgrano,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,4.00,19637.04,35.00,51056.31,10691.00,42764.00,8292.31,0.16,M. Paz
2025-01-07,2025-01,FAC 0003-00040385,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,1.00,5600.00,0.00,5600.00,2560.00,2560.00,3040.00,0.54,
2025-02-15,2025-02,FAC 0003-00040667,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,1.00,9709.00,0.00,9709.00,4190.00,4190.00,5519.00,0.57,
2025-06-17,2025-06,FAC 0003-00042087,FAC,false,C0001,GRANOS DEL SUR S.A.,Distribuidor,Avellaneda,CAF-BLEND-CJ6,CAF-BLEND-CJ6,false,,Blend Casa CAJA X 6 (1kg c/u),CAJA X6,CAFE,S,5.00,113724.66,40.00,341173.98,65559.00,327795.00,13378.98,0.04,
2025-02-10,2025-02,FAC 0003-00040610,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,1.00,5723.20,0.00,5723.20,2616.00,2616.00,3107.20,0.54,
2025-03-21,2025-03,FAC 0003-00041121,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,1.00,8564.77,0.00,8564.77,3760.00,3760.00,4804.77,0.56,
2025-02-16,2025-02,FAC 0003-00040642,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,2.00,9709.00,0.00,19418.00,4190.00,8380.00,11038.00,0.57,
2025-02-20,2025-02,FAC 0003-00040629,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,2.00,9709.00,0.00,19418.00,4190.00,8380.00,11038.00,0.57,
2025-03-16,2025-03,FAC 0003-00040886,FAC,false,C0137,Panaderia Villa Urquiza II,Mayorista,CABA,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,6.00,9922.60,30.00,41674.91,4282.00,25692.00,15982.91,0.38,R. Ibarra
2025-05-17,2025-05,FAC 0003-00041716,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BRAS-250,CAF-BRAS-250,false,,Brasil Cerrado 250 g,UN,CAFE,S,2.00,5782.02,0.00,11564.04,2651.00,5302.00,6262.04,0.54,
2025-01-07,2025-01,FAC 0003-00040145,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,1.00,5600.00,0.00,5600.00,2560.00,2560.00,3040.00,0.54,
2025-01-10,2025-01,FAC 0003-00040126,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,2.00,9500.00,0.00,19000.00,4100.00,8200.00,10800.00,0.57,
